-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DNI     CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DNI
30.5,76.5,2025,1,13,7.4556
30.5,77.5,2025,1,13,7.2828
28.5,75.5,2025,1,14,3.0946
28.5,76.5,2025,1,14,2.7156
28.5,77.5,2025,1,14,3.1512
29.5,75.5,2025,1,14,4.1304
29.5,76.5,2025,1,14,4.8475
29.5,77.5,2025,1,14,3.6948
30.5,75.5,2025,1,14,6.1783
30.5,76.5,2025,1,14,6.8446
30.5,77.5,2025,1,14,7.0807
28.5,75.5,2025,1,15,2.5481
28.5,76.5,2025,1,15,0.2806
28.5,77.5,2025,1,15,0.1291
29.5,75.5,2025,1,15,2.9647
29.5,76.5,2025,1,15,1.35
29.5,77.5,2025,1,15,1.2864
30.5,75.5,2025,1,15,3.9562
30.5,76.5,2025,1,15,4.3378
30.5,77.5,2025,1,15,5.9294
28.5,75.5,2025,1,16,1.7201
28.5,76.5,2025,1,16,1.0274
28.5,77.5,2025,1,16,1.1179
29.5,75.5,2025,1,16,0.7056
29.5,76.5,2025,1,16,1.7882
29.5,77.5,2025,1,16,1.3949
30.5,75.5,2025,1,16,0.847
30.5,76.5,2025,1,16,2.3309
30.5,77.5,2025,1,16,1.1479
28.5,75.5,2025,1,17,2.1374
28.5,76.5,2025,1,17,0.8376
28.5,77.5,2025,1,17,2.4386
29.5,75.5,2025,1,17,1.0745
29.5,76.5,2025,1,17,1.3337
29.5,77.5,2025,1,17,3.3583
30.5,75.5,2025,1,17,3.3876
30.5,76.5,2025,1,17,5.1526
30.5,77.5,2025,1,17,6.8527
28.5,75.5,2025,1,18,2.4946
28.5,76.5,2025,1,18,2.1245
28.5,77.5,2025,1,18,2.2709
29.5,75.5,2025,1,18,0.523
29.5,76.5,2025,1,18,0.3614
29.5,77.5,2025,1,18,0.833
30.5,75.5,2025,1,18,0.6038
30.5,76.5,2025,1,18,0.5138
30.5,77.5,2025,1,18,1.1018
28.5,75.5,2025,1,19,2.8058
28.5,76.5,2025,1,19,2.8387
28.5,77.5,2025,1,19,2.8908
29.5,75.5,2025,1,19,1.3961
29.5,76.5,2025,1,19,3.1049
29.5,77.5,2025,1,19,3.3962
30.5,75.5,2025,1,19,1.0901
30.5,76.5,2025,1,19,3.0648
30.5,77.5,2025,1,19,3.3463
28.5,75.5,2025,1,20,3.4397
28.5,76.5,2025,1,20,3.2057
28.5,77.5,2025,1,20,3.4651
29.5,75.5,2025,1,20,3.6178
29.5,76.5,2025,1,20,3.7759
29.5,77.5,2025,1,20,2.9758
30.5,75.5,2025,1,20,3.0341
30.5,76.5,2025,1,20,3.1882
30.5,77.5,2025,1,20,1.9639
28.5,75.5,2025,1,21,5.1919
28.5,76.5,2025,1,21,4.5751
28.5,77.5,2025,1,21,4.469
29.5,75.5,2025,1,21,4.6224
29.5,76.5,2025,1,21,4.7518
29.5,77.5,2025,1,21,4.2612
30.5,75.5,2025,1,21,1.8816
30.5,76.5,2025,1,21,1.735
30.5,77.5,2025,1,21,1.4791
28.5,75.5,2025,1,22,2.7158
28.5,76.5,2025,1,22,2.9522
28.5,77.5,2025,1,22,3.3797
29.5,75.5,2025,1,22,4.3142
29.5,76.5,2025,1,22,4.9548
29.5,77.5,2025,1,22,4.5866
30.5,75.5,2025,1,22,5.9784
30.5,76.5,2025,1,22,6.8594
30.5,77.5,2025,1,22,6.7908
28.5,75.5,2025,1,23,5.695
28.5,76.5,2025,1,23,2.999
28.5,77.5,2025,1,23,2.6981
29.5,75.5,2025,1,23,5.1473
29.5,76.5,2025,1,23,4.206
29.5,77.5,2025,1,23,4.2766
30.5,75.5,2025,1,23,5.3995
30.5,76.5,2025,1,23,5.7492
30.5,77.5,2025,1,23,4.6342
28.5,75.5,2025,1,24,7.4582
28.5,76.5,2025,1,24,6.6586
28.5,77.5,2025,1,24,6.6773
29.5,75.5,2025,1,24,6.5098
29.5,76.5,2025,1,24,6.1058
29.5,77.5,2025,1,24,6.1234
30.5,75.5,2025,1,24,7.1738
30.5,76.5,2025,1,24,7.9298
30.5,77.5,2025,1,24,7.9147
28.5,75.5,2025,1,25,8.5536
28.5,76.5,2025,1,25,8.1473
28.5,77.5,2025,1,25,6.0286
29.5,75.5,2025,1,25,7.4923
29.5,76.5,2025,1,25,7.1076
29.5,77.5,2025,1,25,7.0001
30.5,75.5,2025,1,25,7.2749
30.5,76.5,2025,1,25,8.1876
30.5,77.5,2025,1,25,7.8876
28.5,75.5,2025,1,26,8.287
28.5,76.5,2025,1,26,7.6738
28.5,77.5,2025,1,26,7.3301
29.5,75.5,2025,1,26,6.9859
29.5,76.5,2025,1,26,6.4212
29.5,77.5,2025,1,26,6.21
30.5,75.5,2025,1,26,7.6786
30.5,76.5,2025,1,26,8.2195
30.5,77.5,2025,1,26,8.1456
28.5,75.5,2025,1,27,8.1941
28.5,76.5,2025,1,27,6.9091
28.5,77.5,2025,1,27,6.611
29.5,75.5,2025,1,27,6.6953
29.5,76.5,2025,1,27,6.077
29.5,77.5,2025,1,27,5.0414
30.5,75.5,2025,1,27,7.1623
30.5,76.5,2025,1,27,8.2519
30.5,77.5,2025,1,27,7.9022
28.5,75.5,2025,1,28,7.6236
28.5,76.5,2025,1,28,6.8419
28.5,77.5,2025,1,28,6.7454
29.5,75.5,2025,1,28,6.2093
29.5,76.5,2025,1,28,5.4607
29.5,77.5,2025,1,28,4.3598
30.5,75.5,2025,1,28,6.7375
30.5,76.5,2025,1,28,7.6579
30.5,77.5,2025,1,28,7.4614
28.5,75.5,2025,1,29,6.9838
28.5,76.5,2025,1,29,5.831
28.5,77.5,2025,1,29,5.6383
29.5,75.5,2025,1,29,4.7681
29.5,76.5,2025,1,29,3.7118
29.5,77.5,2025,1,29,4.2672
30.5,75.5,2025,1,29,3.2227
30.5,76.5,2025,1,29,4.404
30.5,77.5,2025,1,29,5.0134
28.5,75.5,2025,1,30,6.4939
28.5,76.5,2025,1,30,5.227
28.5,77.5,2025,1,30,4.47
29.5,75.5,2025,1,30,3.2743
29.5,76.5,2025,1,30,3.6082
29.5,77.5,2025,1,30,3.5789
30.5,75.5,2025,1,30,3.2359
30.5,76.5,2025,1,30,5.9582
30.5,77.5,2025,1,30,6.2338
28.5,75.5,2025,1,31,2.1235
28.5,76.5,2025,1,31,2.7358
28.5,77.5,2025,1,31,4.3675
29.5,75.5,2025,1,31,0.3794
29.5,76.5,2025,1,31,1.2521
29.5,77.5,2025,1,31,2.9609
30.5,75.5,2025,1,31,1.0229
30.5,76.5,2025,1,31,4.4256
30.5,77.5,2025,1,31,6.3571
28.5,75.5,2025,2,1,3.0326
28.5,76.5,2025,2,1,1.6142
28.5,77.5,2025,2,1,2.8128
29.5,75.5,2025,2,1,0.3919
29.5,76.5,2025,2,1,1.597
29.5,77.5,2025,2,1,2.7398
30.5,75.5,2025,2,1,0.0158
30.5,76.5,2025,2,1,1.4566
30.5,77.5,2025,2,1,5.3506
28.5,75.5,2025,2,2,3.0626
28.5,76.5,2025,2,2,1.5706
28.5,77.5,2025,2,2,2.1682
29.5,75.5,2025,2,2,1.6661
29.5,76.5,2025,2,2,1.9567
29.5,77.5,2025,2,2,2.3695
30.5,75.5,2025,2,2,1.3553
30.5,76.5,2025,2,2,5.2872
30.5,77.5,2025,2,2,8.0335
28.5,75.5,2025,2,3,4.6826
28.5,76.5,2025,2,3,3.3977
28.5,77.5,2025,2,3,3.7668
29.5,75.5,2025,2,3,2.477
29.5,76.5,2025,2,3,3.5738
29.5,77.5,2025,2,3,4.5965
30.5,75.5,2025,2,3,3.1738
30.5,76.5,2025,2,3,4.4791
30.5,77.5,2025,2,3,7.6565
28.5,75.5,2025,2,4,2.7022
28.5,76.5,2025,2,4,0.6482
28.5,77.5,2025,2,4,1.025
29.5,75.5,2025,2,4,1.8499
29.5,76.5,2025,2,4,1.0212
29.5,77.5,2025,2,4,0.39
30.5,75.5,2025,2,4,1.2391
30.5,76.5,2025,2,4,1.9867
30.5,77.5,2025,2,4,1.2516
28.5,75.5,2025,2,5,6.4663
28.5,76.5,2025,2,5,5.6556
28.5,77.5,2025,2,5,5.7166
29.5,75.5,2025,2,5,4.3718
29.5,76.5,2025,2,5,4.7789
29.5,77.5,2025,2,5,4.6709
30.5,75.5,2025,2,5,4.2269
30.5,76.5,2025,2,5,5.6362
30.5,77.5,2025,2,5,3.5599
28.5,75.5,2025,2,6,6.529
28.5,76.5,2025,2,6,5.9232
28.5,77.5,2025,2,6,5.6875
29.5,75.5,2025,2,6,5.3642
29.5,76.5,2025,2,6,6.7006
29.5,77.5,2025,2,6,6.6614
30.5,75.5,2025,2,6,6.3972
30.5,76.5,2025,2,6,8.669
30.5,77.5,2025,2,6,8.916
28.5,75.5,2025,2,7,6.7582
28.5,76.5,2025,2,7,5.8831
28.5,77.5,2025,2,7,6.1414
29.5,75.5,2025,2,7,5.3042
29.5,76.5,2025,2,7,5.4055
29.5,77.5,2025,2,7,6.0346
30.5,75.5,2025,2,7,6.1951
30.5,76.5,2025,2,7,6.5808
30.5,77.5,2025,2,7,6.4709
28.5,75.5,2025,2,8,5.9758
28.5,76.5,2025,2,8,6.0079
28.5,77.5,2025,2,8,5.959
29.5,75.5,2025,2,8,4.8727
29.5,76.5,2025,2,8,5.4202
29.5,77.5,2025,2,8,5.2824
30.5,75.5,2025,2,8,4.7273
30.5,76.5,2025,2,8,6.2064
30.5,77.5,2025,2,8,5.478
28.5,75.5,2025,2,9,6.9271
28.5,76.5,2025,2,9,6.4584
28.5,77.5,2025,2,9,6.2386
29.5,75.5,2025,2,9,6.0821
29.5,76.5,2025,2,9,6.0506
29.5,77.5,2025,2,9,6.2426
30.5,75.5,2025,2,9,5.5133
30.5,76.5,2025,2,9,6.1032
30.5,77.5,2025,2,9,6.2201
28.5,75.5,2025,2,10,5.37
28.5,76.5,2025,2,10,4.1966
28.5,77.5,2025,2,10,4.303
29.5,75.5,2025,2,10,5.0851
29.5,76.5,2025,2,10,4.8228
29.5,77.5,2025,2,10,4.9646
30.5,75.5,2025,2,10,3.9398
30.5,76.5,2025,2,10,4.4273
30.5,77.5,2025,2,10,4.1549
28.5,75.5,2025,2,11,6.1512
28.5,76.5,2025,2,11,5.61
28.5,77.5,2025,2,11,5.6676
29.5,75.5,2025,2,11,4.4294
29.5,76.5,2025,2,11,5.3131
29.5,77.5,2025,2,11,5.3628
30.5,75.5,2025,2,11,3.5438
30.5,76.5,2025,2,11,5.7982
30.5,77.5,2025,2,11,6.0792
28.5,75.5,2025,2,12,6.2918
28.5,76.5,2025,2,12,6.2314
28.5,77.5,2025,2,12,6.1606
29.5,75.5,2025,2,12,5.5382
29.5,76.5,2025,2,12,6.5242
29.5,77.5,2025,2,12,6.6326
30.5,75.5,2025,2,12,5.5848
30.5,76.5,2025,2,12,8.2169
30.5,77.5,2025,2,12,8.3647
28.5,75.5,2025,2,13,6.7805
28.5,76.5,2025,2,13,6.6343
28.5,77.5,2025,2,13,6.5671
29.5,75.5,2025,2,13,5.9856
29.5,76.5,2025,2,13,7.3586
29.5,77.5,2025,2,13,7.23
30.5,75.5,2025,2,13,5.327
30.5,76.5,2025,2,13,7.1311
30.5,77.5,2025,2,13,7.103
28.5,75.5,2025,2,14,6.5465
28.5,76.5,2025,2,14,6.4373
28.5,77.5,2025,2,14,6.6043
29.5,75.5,2025,2,14,6.1409
29.5,76.5,2025,2,14,6.5395
29.5,77.5,2025,2,14,6.6326
30.5,75.5,2025,2,14,6.3754
30.5,76.5,2025,2,14,8.1648
30.5,77.5,2025,2,14,8.3875
28.5,75.5,2025,2,15,5.9693
28.5,76.5,2025,2,15,4.9572
28.5,77.5,2025,2,15,4.2266
29.5,75.5,2025,2,15,5.1552
29.5,76.5,2025,2,15,4.1258
29.5,77.5,2025,2,15,2.8826
30.5,75.5,2025,2,15,4.6514
30.5,76.5,2025,2,15,4.5046
30.5,77.5,2025,2,15,2.6597
28.5,75.5,2025,2,16,4.7172
28.5,76.5,2025,2,16,4.045
28.5,77.5,2025,2,16,4.3685
29.5,75.5,2025,2,16,1.92
29.5,76.5,2025,2,16,3.1198
29.5,77.5,2025,2,16,3.5287
30.5,75.5,2025,2,16,0.8681
30.5,76.5,2025,2,16,1.4381
30.5,77.5,2025,2,16,2.5145
28.5,75.5,2025,2,17,4.9135
28.5,76.5,2025,2,17,3.4322
28.5,77.5,2025,2,17,3.7963
29.5,75.5,2025,2,17,5.249
29.5,76.5,2025,2,17,5.5121
29.5,77.5,2025,2,17,5.5109
30.5,75.5,2025,2,17,6.575
30.5,76.5,2025,2,17,7.9241
30.5,77.5,2025,2,17,7.6817
28.5,75.5,2025,2,18,5.125
28.5,76.5,2025,2,18,3.4745
28.5,77.5,2025,2,18,3.0161
29.5,75.5,2025,2,18,5.8742
29.5,76.5,2025,2,18,5.8538
29.5,77.5,2025,2,18,5.0594
30.5,75.5,2025,2,18,6.1944
30.5,76.5,2025,2,18,7.4602
30.5,77.5,2025,2,18,7.6795
28.5,75.5,2025,2,19,1.9507
28.5,76.5,2025,2,19,1.7654
28.5,77.5,2025,2,19,2.4768
29.5,75.5,2025,2,19,0.9137
29.5,76.5,2025,2,19,1.8341
29.5,77.5,2025,2,19,2.2282
30.5,75.5,2025,2,19,1.4794
30.5,76.5,2025,2,19,2.7074
30.5,77.5,2025,2,19,3.9564
28.5,75.5,2025,2,20,4.8473
28.5,76.5,2025,2,20,4.512
28.5,77.5,2025,2,20,3.2755
29.5,75.5,2025,2,20,2.9378
29.5,76.5,2025,2,20,3.1421
29.5,77.5,2025,2,20,1.4534
30.5,75.5,2025,2,20,1.0776
30.5,76.5,2025,2,20,1.135
30.5,77.5,2025,2,20,0.3931
28.5,75.5,2025,2,21,4.3284
28.5,76.5,2025,2,21,2.6666
28.5,77.5,2025,2,21,3.5381
29.5,75.5,2025,2,21,1.8386
29.5,76.5,2025,2,21,3.0931
29.5,77.5,2025,2,21,3.1416
30.5,75.5,2025,2,21,4.5084
30.5,76.5,2025,2,21,4.9656
30.5,77.5,2025,2,21,3.7627
28.5,75.5,2025,2,22,5.6338
28.5,76.5,2025,2,22,4.3126
28.5,77.5,2025,2,22,4.0411
29.5,75.5,2025,2,22,3.3317
29.5,76.5,2025,2,22,2.1797
29.5,77.5,2025,2,22,1.2686
30.5,75.5,2025,2,22,3.612
30.5,76.5,2025,2,22,2.2774
30.5,77.5,2025,2,22,0.834
28.5,75.5,2025,2,23,7.0927
28.5,76.5,2025,2,23,6.2014
28.5,77.5,2025,2,23,6.167
29.5,75.5,2025,2,23,5.946
29.5,76.5,2025,2,23,6.0809
29.5,77.5,2025,2,23,5.9297
30.5,75.5,2025,2,23,6.6787
30.5,76.5,2025,2,23,7.4129
30.5,77.5,2025,2,23,6.9646
28.5,75.5,2025,2,24,6.2906
28.5,76.5,2025,2,24,5.3527
28.5,77.5,2025,2,24,5.729
29.5,75.5,2025,2,24,3.6763
29.5,76.5,2025,2,24,4.4086
29.5,77.5,2025,2,24,4.7278
30.5,75.5,2025,2,24,4.2845
30.5,76.5,2025,2,24,4.799
30.5,77.5,2025,2,24,6.2143
28.5,75.5,2025,2,25,2.8123
28.5,76.5,2025,2,25,2.8723
28.5,77.5,2025,2,25,3.9055
29.5,75.5,2025,2,25,1.4798
29.5,76.5,2025,2,25,1.721
29.5,77.5,2025,2,25,2.7814
30.5,75.5,2025,2,25,1.0994
30.5,76.5,2025,2,25,1.1978
30.5,77.5,2025,2,25,0.7728
28.5,75.5,2025,2,26,0.9655
28.5,76.5,2025,2,26,3.0197
28.5,77.5,2025,2,26,3.545
29.5,75.5,2025,2,26,0.9139
29.5,76.5,2025,2,26,2.9194
29.5,77.5,2025,2,26,3.3454
30.5,75.5,2025,2,26,0.6785
30.5,76.5,2025,2,26,1.2859
30.5,77.5,2025,2,26,1.8802
28.5,75.5,2025,2,27,0.0218
28.5,76.5,2025,2,27,0.0223
28.5,77.5,2025,2,27,0.0
29.5,75.5,2025,2,27,0.0122
29.5,76.5,2025,2,27,0.0106
29.5,77.5,2025,2,27,0.0
30.5,75.5,2025,2,27,0.0418
30.5,76.5,2025,2,27,0.0607
30.5,77.5,2025,2,27,0.0439
28.5,75.5,2025,2,28,3.5309
28.5,76.5,2025,2,28,1.9301
28.5,77.5,2025,2,28,1.0901
29.5,75.5,2025,2,28,1.7602
29.5,76.5,2025,2,28,1.7347
29.5,77.5,2025,2,28,1.6718
30.5,75.5,2025,2,28,0.5496
30.5,76.5,2025,2,28,0.1858
30.5,77.5,2025,2,28,0.0703
28.5,75.5,2025,3,1,2.6899
28.5,76.5,2025,3,1,1.6334
28.5,77.5,2025,3,1,1.8778
29.5,75.5,2025,3,1,1.7702
29.5,76.5,2025,3,1,1.373
29.5,77.5,2025,3,1,1.1806
30.5,75.5,2025,3,1,3.4358
30.5,76.5,2025,3,1,4.9135
30.5,77.5,2025,3,1,3.9398
28.5,75.5,2025,3,2,6.7207
28.5,76.5,2025,3,2,5.3642
28.5,77.5,2025,3,2,5.4564
29.5,75.5,2025,3,2,6.9929
29.5,76.5,2025,3,2,7.2278
29.5,77.5,2025,3,2,7.1606
30.5,75.5,2025,3,2,8.0779
30.5,76.5,2025,3,2,9.335
30.5,77.5,2025,3,2,9.4836
28.5,75.5,2025,3,3,4.6884
28.5,76.5,2025,3,3,5.0172
28.5,77.5,2025,3,3,5.2987
29.5,75.5,2025,3,3,3.9185
29.5,76.5,2025,3,3,4.2936
29.5,77.5,2025,3,3,4.5504
30.5,75.5,2025,3,3,2.0882
30.5,76.5,2025,3,3,3.1373
30.5,77.5,2025,3,3,2.7554
28.5,75.5,2025,3,4,7.0894
28.5,76.5,2025,3,4,5.7451
28.5,77.5,2025,3,4,5.5416
29.5,75.5,2025,3,4,5.9825
29.5,76.5,2025,3,4,5.2558
29.5,77.5,2025,3,4,4.4666
30.5,75.5,2025,3,4,6.293
30.5,76.5,2025,3,4,6.8417
30.5,77.5,2025,3,4,4.7098
28.5,75.5,2025,3,5,8.5411
28.5,76.5,2025,3,5,8.9234
28.5,77.5,2025,3,5,6.7133
29.5,75.5,2025,3,5,8.8106
29.5,76.5,2025,3,5,9.1008
29.5,77.5,2025,3,5,9.0578
30.5,75.5,2025,3,5,9.1058
30.5,76.5,2025,3,5,9.9187
30.5,77.5,2025,3,5,10.0085
28.5,75.5,2025,3,6,8.0011
28.5,76.5,2025,3,6,7.7945
28.5,77.5,2025,3,6,7.7962
29.5,75.5,2025,3,6,7.5974
29.5,76.5,2025,3,6,8.1367
29.5,77.5,2025,3,6,7.8442
30.5,75.5,2025,3,6,8.0784
30.5,76.5,2025,3,6,9.1978
30.5,77.5,2025,3,6,8.8318
28.5,75.5,2025,3,7,7.9387
28.5,76.5,2025,3,7,7.3102
28.5,77.5,2025,3,7,7.2281
29.5,75.5,2025,3,7,7.0152
29.5,76.5,2025,3,7,6.9408
29.5,77.5,2025,3,7,7.1388
30.5,75.5,2025,3,7,7.0723
30.5,76.5,2025,3,7,8.2781
30.5,77.5,2025,3,7,8.5049
28.5,75.5,2025,3,8,8.334
28.5,76.5,2025,3,8,7.9078
28.5,77.5,2025,3,8,7.8482
29.5,75.5,2025,3,8,7.7486
29.5,76.5,2025,3,8,7.8199
29.5,77.5,2025,3,8,7.608
30.5,75.5,2025,3,8,7.9334
30.5,76.5,2025,3,8,7.4594
30.5,77.5,2025,3,8,8.0124
28.5,75.5,2025,3,9,6.7003
28.5,76.5,2025,3,9,6.6319
28.5,77.5,2025,3,9,7.1926
29.5,75.5,2025,3,9,5.5759
29.5,76.5,2025,3,9,5.4281
29.5,77.5,2025,3,9,5.2555
30.5,75.5,2025,3,9,5.8836
30.5,76.5,2025,3,9,6.259
30.5,77.5,2025,3,9,6.923
28.5,75.5,2025,3,10,4.2898
28.5,76.5,2025,3,10,4.265
28.5,77.5,2025,3,10,4.5437
29.5,75.5,2025,3,10,2.6381
29.5,76.5,2025,3,10,2.9405
29.5,77.5,2025,3,10,3.2844
30.5,75.5,2025,3,10,2.2193
30.5,76.5,2025,3,10,2.4646
30.5,77.5,2025,3,10,2.7266
28.5,75.5,2025,3,11,2.4173
28.5,76.5,2025,3,11,2.4482
28.5,77.5,2025,3,11,3.029
29.5,75.5,2025,3,11,0.815
29.5,76.5,2025,3,11,1.1969
29.5,77.5,2025,3,11,1.9735
30.5,75.5,2025,3,11,0.6821
30.5,76.5,2025,3,11,2.0285
30.5,77.5,2025,3,11,2.5658
28.5,75.5,2025,3,12,3.8714
28.5,76.5,2025,3,12,4.0301
28.5,77.5,2025,3,12,4.2091
29.5,75.5,2025,3,12,3.4198
29.5,76.5,2025,3,12,4.2518
29.5,77.5,2025,3,12,4.1546
30.5,75.5,2025,3,12,4.4635
30.5,76.5,2025,3,12,6.258
30.5,77.5,2025,3,12,6.0538
28.5,75.5,2025,3,13,4.5202
28.5,76.5,2025,3,13,3.9667
28.5,77.5,2025,3,13,3.1838
29.5,75.5,2025,3,13,5.0419
29.5,76.5,2025,3,13,4.9202
29.5,77.5,2025,3,13,4.9186
30.5,75.5,2025,3,13,5.328
30.5,76.5,2025,3,13,4.5802
30.5,77.5,2025,3,13,3.6197
28.5,75.5,2025,3,14,3.0751
28.5,76.5,2025,3,14,4.0963
28.5,77.5,2025,3,14,4.4417
29.5,75.5,2025,3,14,1.2982
29.5,76.5,2025,3,14,3.8623
29.5,77.5,2025,3,14,4.464
30.5,75.5,2025,3,14,1.5746
30.5,76.5,2025,3,14,3.6396
30.5,77.5,2025,3,14,3.9689
28.5,75.5,2025,3,15,5.3736
28.5,76.5,2025,3,15,3.9312
28.5,77.5,2025,3,15,2.8169
29.5,75.5,2025,3,15,3.1802
29.5,76.5,2025,3,15,4.1405
29.5,77.5,2025,3,15,4.3433
30.5,75.5,2025,3,15,0.9761
30.5,76.5,2025,3,15,1.0313
30.5,77.5,2025,3,15,1.8756
28.5,75.5,2025,3,16,6.4848
28.5,76.5,2025,3,16,5.7228
28.5,77.5,2025,3,16,5.3786
29.5,75.5,2025,3,16,5.8442
29.5,76.5,2025,3,16,6.0631
29.5,77.5,2025,3,16,5.7216
30.5,75.5,2025,3,16,6.7675
30.5,76.5,2025,3,16,7.657
30.5,77.5,2025,3,16,5.6503
28.5,75.5,2025,3,17,7.0596
28.5,76.5,2025,3,17,6.2803
