-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_KT     CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_KT
29.5,77.5,2025,1,14,0.55
30.5,75.5,2025,1,14,0.68
30.5,76.5,2025,1,14,0.7
30.5,77.5,2025,1,14,0.71
28.5,75.5,2025,1,15,0.49
28.5,76.5,2025,1,15,0.26
28.5,77.5,2025,1,15,0.18
29.5,75.5,2025,1,15,0.52
29.5,76.5,2025,1,15,0.35
29.5,77.5,2025,1,15,0.32
30.5,75.5,2025,1,15,0.57
30.5,76.5,2025,1,15,0.56
30.5,77.5,2025,1,15,0.63
28.5,75.5,2025,1,16,0.4
28.5,76.5,2025,1,16,0.36
28.5,77.5,2025,1,16,0.37
29.5,75.5,2025,1,16,0.35
29.5,76.5,2025,1,16,0.44
29.5,77.5,2025,1,16,0.38
30.5,75.5,2025,1,16,0.32
30.5,76.5,2025,1,16,0.43
30.5,77.5,2025,1,16,0.28
28.5,75.5,2025,1,17,0.39
28.5,76.5,2025,1,17,0.34
28.5,77.5,2025,1,17,0.48
29.5,75.5,2025,1,17,0.34
29.5,76.5,2025,1,17,0.41
29.5,77.5,2025,1,17,0.53
30.5,75.5,2025,1,17,0.58
30.5,76.5,2025,1,17,0.58
30.5,77.5,2025,1,17,0.68
28.5,75.5,2025,1,18,0.47
28.5,76.5,2025,1,18,0.48
28.5,77.5,2025,1,18,0.47
29.5,75.5,2025,1,18,0.29
29.5,76.5,2025,1,18,0.3
29.5,77.5,2025,1,18,0.32
30.5,75.5,2025,1,18,0.36
30.5,76.5,2025,1,18,0.31
30.5,77.5,2025,1,18,0.4
28.5,75.5,2025,1,19,0.51
28.5,76.5,2025,1,19,0.52
28.5,77.5,2025,1,19,0.52
29.5,75.5,2025,1,19,0.42
29.5,76.5,2025,1,19,0.54
29.5,77.5,2025,1,19,0.55
30.5,75.5,2025,1,19,0.44
30.5,76.5,2025,1,19,0.58
30.5,77.5,2025,1,19,0.58
28.5,75.5,2025,1,20,0.55
28.5,76.5,2025,1,20,0.54
28.5,77.5,2025,1,20,0.56
29.5,75.5,2025,1,20,0.57
29.5,76.5,2025,1,20,0.58
29.5,77.5,2025,1,20,0.54
30.5,75.5,2025,1,20,0.55
30.5,76.5,2025,1,20,0.57
30.5,77.5,2025,1,20,0.44
28.5,75.5,2025,1,21,0.64
28.5,76.5,2025,1,21,0.62
28.5,77.5,2025,1,21,0.61
29.5,75.5,2025,1,21,0.62
29.5,76.5,2025,1,21,0.63
29.5,77.5,2025,1,21,0.6
30.5,75.5,2025,1,21,0.49
30.5,76.5,2025,1,21,0.46
30.5,77.5,2025,1,21,0.44
28.5,75.5,2025,1,22,0.46
28.5,76.5,2025,1,22,0.52
28.5,77.5,2025,1,22,0.55
29.5,75.5,2025,1,22,0.61
29.5,76.5,2025,1,22,0.63
29.5,77.5,2025,1,22,0.6
30.5,75.5,2025,1,22,0.67
30.5,76.5,2025,1,22,0.7
30.5,77.5,2025,1,22,0.71
28.5,75.5,2025,1,23,0.67
28.5,76.5,2025,1,23,0.53
28.5,77.5,2025,1,23,0.51
29.5,75.5,2025,1,23,0.65
29.5,76.5,2025,1,23,0.6
29.5,77.5,2025,1,23,0.6
30.5,75.5,2025,1,23,0.65
30.5,76.5,2025,1,23,0.66
30.5,77.5,2025,1,23,0.59
28.5,75.5,2025,1,24,0.72
28.5,76.5,2025,1,24,0.7
28.5,77.5,2025,1,24,0.7
29.5,75.5,2025,1,24,0.7
29.5,76.5,2025,1,24,0.68
29.5,77.5,2025,1,24,0.67
30.5,75.5,2025,1,24,0.71
30.5,76.5,2025,1,24,0.73
30.5,77.5,2025,1,24,0.73
28.5,75.5,2025,1,25,0.76
28.5,76.5,2025,1,25,0.75
28.5,77.5,2025,1,25,0.64
29.5,75.5,2025,1,25,0.73
29.5,76.5,2025,1,25,0.72
29.5,77.5,2025,1,25,0.71
30.5,75.5,2025,1,25,0.73
30.5,76.5,2025,1,25,0.75
30.5,77.5,2025,1,25,0.74
28.5,75.5,2025,1,26,0.75
28.5,76.5,2025,1,26,0.74
28.5,77.5,2025,1,26,0.73
29.5,75.5,2025,1,26,0.72
29.5,76.5,2025,1,26,0.69
29.5,77.5,2025,1,26,0.68
30.5,75.5,2025,1,26,0.74
30.5,76.5,2025,1,26,0.75
30.5,77.5,2025,1,26,0.75
28.5,75.5,2025,1,27,0.75
28.5,76.5,2025,1,27,0.71
28.5,77.5,2025,1,27,0.7
29.5,75.5,2025,1,27,0.71
29.5,76.5,2025,1,27,0.68
29.5,77.5,2025,1,27,0.61
30.5,75.5,2025,1,27,0.73
30.5,76.5,2025,1,27,0.75
30.5,77.5,2025,1,27,0.74
28.5,75.5,2025,1,28,0.73
28.5,76.5,2025,1,28,0.71
28.5,77.5,2025,1,28,0.71
29.5,75.5,2025,1,28,0.69
29.5,76.5,2025,1,28,0.65
29.5,77.5,2025,1,28,0.59
30.5,75.5,2025,1,28,0.71
30.5,76.5,2025,1,28,0.73
30.5,77.5,2025,1,28,0.72
28.5,75.5,2025,1,29,0.71
28.5,76.5,2025,1,29,0.66
28.5,77.5,2025,1,29,0.65
29.5,75.5,2025,1,29,0.62
29.5,76.5,2025,1,29,0.58
29.5,77.5,2025,1,29,0.6
30.5,75.5,2025,1,29,0.58
30.5,76.5,2025,1,29,0.63
30.5,77.5,2025,1,29,0.64
28.5,75.5,2025,1,30,0.7
28.5,76.5,2025,1,30,0.65
28.5,77.5,2025,1,30,0.63
29.5,75.5,2025,1,30,0.55
29.5,76.5,2025,1,30,0.58
29.5,77.5,2025,1,30,0.58
30.5,75.5,2025,1,30,0.58
30.5,76.5,2025,1,30,0.68
30.5,77.5,2025,1,30,0.68
28.5,75.5,2025,1,31,0.41
28.5,76.5,2025,1,31,0.49
28.5,77.5,2025,1,31,0.61
29.5,75.5,2025,1,31,0.29
29.5,76.5,2025,1,31,0.39
29.5,77.5,2025,1,31,0.54
30.5,75.5,2025,1,31,0.44
30.5,76.5,2025,1,31,0.63
30.5,77.5,2025,1,31,0.69
28.5,75.5,2025,2,1,0.53
28.5,76.5,2025,2,1,0.49
28.5,77.5,2025,2,1,0.55
29.5,75.5,2025,2,1,0.28
29.5,76.5,2025,2,1,0.45
29.5,77.5,2025,2,1,0.53
30.5,75.5,2025,2,1,0.2
30.5,76.5,2025,2,1,0.45
30.5,77.5,2025,2,1,0.65
28.5,75.5,2025,2,2,0.54
28.5,76.5,2025,2,2,0.48
28.5,77.5,2025,2,2,0.51
29.5,75.5,2025,2,2,0.45
29.5,76.5,2025,2,2,0.5
29.5,77.5,2025,2,2,0.53
30.5,75.5,2025,2,2,0.39
30.5,76.5,2025,2,2,0.66
30.5,77.5,2025,2,2,0.73
28.5,75.5,2025,2,3,0.61
28.5,76.5,2025,2,3,0.55
28.5,77.5,2025,2,3,0.59
29.5,75.5,2025,2,3,0.48
29.5,76.5,2025,2,3,0.55
29.5,77.5,2025,2,3,0.58
30.5,75.5,2025,2,3,0.5
30.5,76.5,2025,2,3,0.56
30.5,77.5,2025,2,3,0.7
28.5,75.5,2025,2,4,0.48
28.5,76.5,2025,2,4,0.28
28.5,77.5,2025,2,4,0.32
29.5,75.5,2025,2,4,0.38
29.5,76.5,2025,2,4,0.35
29.5,77.5,2025,2,4,0.26
30.5,75.5,2025,2,4,0.3
30.5,76.5,2025,2,4,0.42
30.5,77.5,2025,2,4,0.33
28.5,75.5,2025,2,5,0.69
28.5,76.5,2025,2,5,0.67
28.5,77.5,2025,2,5,0.67
29.5,75.5,2025,2,5,0.62
29.5,76.5,2025,2,5,0.63
29.5,77.5,2025,2,5,0.62
30.5,75.5,2025,2,5,0.61
30.5,76.5,2025,2,5,0.65
30.5,77.5,2025,2,5,0.53
28.5,75.5,2025,2,6,0.7
28.5,76.5,2025,2,6,0.68
28.5,77.5,2025,2,6,0.67
29.5,75.5,2025,2,6,0.67
29.5,76.5,2025,2,6,0.7
29.5,77.5,2025,2,6,0.7
30.5,75.5,2025,2,6,0.69
30.5,76.5,2025,2,6,0.75
30.5,77.5,2025,2,6,0.77
28.5,75.5,2025,2,7,0.71
28.5,76.5,2025,2,7,0.68
28.5,77.5,2025,2,7,0.69
29.5,75.5,2025,2,7,0.67
29.5,76.5,2025,2,7,0.68
29.5,77.5,2025,2,7,0.68
30.5,75.5,2025,2,7,0.7
30.5,76.5,2025,2,7,0.71
30.5,77.5,2025,2,7,0.71
28.5,75.5,2025,2,8,0.68
28.5,76.5,2025,2,8,0.68
28.5,77.5,2025,2,8,0.68
29.5,75.5,2025,2,8,0.65
29.5,76.5,2025,2,8,0.66
29.5,77.5,2025,2,8,0.65
30.5,75.5,2025,2,8,0.65
30.5,76.5,2025,2,8,0.69
30.5,77.5,2025,2,8,0.66
28.5,75.5,2025,2,9,0.7
28.5,76.5,2025,2,9,0.69
28.5,77.5,2025,2,9,0.67
29.5,75.5,2025,2,9,0.68
29.5,76.5,2025,2,9,0.67
29.5,77.5,2025,2,9,0.68
30.5,75.5,2025,2,9,0.68
30.5,76.5,2025,2,9,0.69
30.5,77.5,2025,2,9,0.69
28.5,75.5,2025,2,10,0.63
28.5,76.5,2025,2,10,0.59
28.5,77.5,2025,2,10,0.6
29.5,75.5,2025,2,10,0.65
29.5,76.5,2025,2,10,0.63
29.5,77.5,2025,2,10,0.63
30.5,75.5,2025,2,10,0.63
30.5,76.5,2025,2,10,0.64
30.5,77.5,2025,2,10,0.61
28.5,75.5,2025,2,11,0.68
28.5,76.5,2025,2,11,0.66
28.5,77.5,2025,2,11,0.66
29.5,75.5,2025,2,11,0.63
29.5,76.5,2025,2,11,0.65
29.5,77.5,2025,2,11,0.65
30.5,75.5,2025,2,11,0.6
30.5,76.5,2025,2,11,0.67
30.5,77.5,2025,2,11,0.67
28.5,75.5,2025,2,12,0.68
28.5,76.5,2025,2,12,0.68
28.5,77.5,2025,2,12,0.68
29.5,75.5,2025,2,12,0.67
29.5,76.5,2025,2,12,0.7
29.5,77.5,2025,2,12,0.7
30.5,75.5,2025,2,12,0.67
30.5,76.5,2025,2,12,0.74
30.5,77.5,2025,2,12,0.75
28.5,75.5,2025,2,13,0.71
28.5,76.5,2025,2,13,0.71
28.5,77.5,2025,2,13,0.71
29.5,75.5,2025,2,13,0.69
29.5,76.5,2025,2,13,0.73
29.5,77.5,2025,2,13,0.72
30.5,75.5,2025,2,13,0.68
30.5,76.5,2025,2,13,0.72
30.5,77.5,2025,2,13,0.7
28.5,75.5,2025,2,14,0.69
28.5,76.5,2025,2,14,0.69
28.5,77.5,2025,2,14,0.7
29.5,75.5,2025,2,14,0.69
29.5,76.5,2025,2,14,0.7
29.5,77.5,2025,2,14,0.7
30.5,75.5,2025,2,14,0.7
30.5,76.5,2025,2,14,0.74
30.5,77.5,2025,2,14,0.75
28.5,75.5,2025,2,15,0.68
28.5,76.5,2025,2,15,0.64
28.5,77.5,2025,2,15,0.57
29.5,75.5,2025,2,15,0.65
29.5,76.5,2025,2,15,0.6
29.5,77.5,2025,2,15,0.51
30.5,75.5,2025,2,15,0.58
30.5,76.5,2025,2,15,0.55
30.5,77.5,2025,2,15,0.41
28.5,75.5,2025,2,16,0.62
28.5,76.5,2025,2,16,0.61
28.5,77.5,2025,2,16,0.62
29.5,75.5,2025,2,16,0.51
29.5,76.5,2025,2,16,0.58
29.5,77.5,2025,2,16,0.59
30.5,75.5,2025,2,16,0.41
30.5,76.5,2025,2,16,0.46
30.5,77.5,2025,2,16,0.48
28.5,75.5,2025,2,17,0.64
28.5,76.5,2025,2,17,0.57
28.5,77.5,2025,2,17,0.59
29.5,75.5,2025,2,17,0.66
29.5,76.5,2025,2,17,0.67
29.5,77.5,2025,2,17,0.66
30.5,75.5,2025,2,17,0.7
30.5,76.5,2025,2,17,0.73
30.5,77.5,2025,2,17,0.72
28.5,75.5,2025,2,18,0.65
28.5,76.5,2025,2,18,0.59
28.5,77.5,2025,2,18,0.56
29.5,75.5,2025,2,18,0.67
29.5,76.5,2025,2,18,0.67
29.5,77.5,2025,2,18,0.65
30.5,75.5,2025,2,18,0.69
30.5,76.5,2025,2,18,0.73
30.5,77.5,2025,2,18,0.73
28.5,75.5,2025,2,19,0.52
28.5,76.5,2025,2,19,0.52
28.5,77.5,2025,2,19,0.56
29.5,75.5,2025,2,19,0.47
29.5,76.5,2025,2,19,0.52
29.5,77.5,2025,2,19,0.55
30.5,75.5,2025,2,19,0.49
30.5,76.5,2025,2,19,0.55
30.5,77.5,2025,2,19,0.61
28.5,75.5,2025,2,20,0.64
28.5,76.5,2025,2,20,0.63
28.5,77.5,2025,2,20,0.55
29.5,75.5,2025,2,20,0.56
29.5,76.5,2025,2,20,0.57
29.5,77.5,2025,2,20,0.41
30.5,75.5,2025,2,20,0.38
30.5,76.5,2025,2,20,0.45
30.5,77.5,2025,2,20,0.3
28.5,75.5,2025,2,21,0.61
28.5,76.5,2025,2,21,0.56
28.5,77.5,2025,2,21,0.6
29.5,75.5,2025,2,21,0.49
29.5,76.5,2025,2,21,0.58
29.5,77.5,2025,2,21,0.58
30.5,75.5,2025,2,21,0.63
30.5,76.5,2025,2,21,0.65
30.5,77.5,2025,2,21,0.6
28.5,75.5,2025,2,22,0.67
28.5,76.5,2025,2,22,0.62
28.5,77.5,2025,2,22,0.62
29.5,75.5,2025,2,22,0.57
29.5,76.5,2025,2,22,0.52
29.5,77.5,2025,2,22,0.47
30.5,75.5,2025,2,22,0.6
30.5,76.5,2025,2,22,0.52
30.5,77.5,2025,2,22,0.44
28.5,75.5,2025,2,23,0.71
28.5,76.5,2025,2,23,0.69
28.5,77.5,2025,2,23,0.69
29.5,75.5,2025,2,23,0.69
29.5,76.5,2025,2,23,0.69
29.5,77.5,2025,2,23,0.68
30.5,75.5,2025,2,23,0.7
30.5,76.5,2025,2,23,0.72
30.5,77.5,2025,2,23,0.7
28.5,75.5,2025,2,24,0.69
28.5,76.5,2025,2,24,0.67
28.5,77.5,2025,2,24,0.68
29.5,75.5,2025,2,24,0.62
29.5,76.5,2025,2,24,0.64
29.5,77.5,2025,2,24,0.64
30.5,75.5,2025,2,24,0.64
30.5,76.5,2025,2,24,0.66
30.5,77.5,2025,2,24,0.68
28.5,75.5,2025,2,25,0.56
28.5,76.5,2025,2,25,0.56
28.5,77.5,2025,2,25,0.61
29.5,75.5,2025,2,25,0.48
29.5,76.5,2025,2,25,0.49
29.5,77.5,2025,2,25,0.56
30.5,75.5,2025,2,25,0.43
30.5,76.5,2025,2,25,0.44
30.5,77.5,2025,2,25,0.41
28.5,75.5,2025,2,26,0.42
28.5,76.5,2025,2,26,0.56
28.5,77.5,2025,2,26,0.59
29.5,75.5,2025,2,26,0.41
29.5,76.5,2025,2,26,0.55
29.5,77.5,2025,2,26,0.57
30.5,75.5,2025,2,26,0.41
30.5,76.5,2025,2,26,0.46
30.5,77.5,2025,2,26,0.49
28.5,75.5,2025,2,27,0.3
28.5,76.5,2025,2,27,0.23
28.5,77.5,2025,2,27,0.26
29.5,75.5,2025,2,27,0.17
29.5,76.5,2025,2,27,0.21
29.5,77.5,2025,2,27,0.21
30.5,75.5,2025,2,27,0.16
30.5,76.5,2025,2,27,0.15
30.5,77.5,2025,2,27,0.16
28.5,75.5,2025,2,28,0.54
28.5,76.5,2025,2,28,0.42
28.5,77.5,2025,2,28,0.34
29.5,75.5,2025,2,28,0.48
29.5,76.5,2025,2,28,0.44
29.5,77.5,2025,2,28,0.39
30.5,75.5,2025,2,28,0.3
30.5,76.5,2025,2,28,0.25
30.5,77.5,2025,2,28,0.17
28.5,75.5,2025,3,1,0.55
28.5,76.5,2025,3,1,0.48
28.5,77.5,2025,3,1,0.5
29.5,75.5,2025,3,1,0.44
29.5,76.5,2025,3,1,0.44
29.5,77.5,2025,3,1,0.35
30.5,75.5,2025,3,1,0.54
30.5,76.5,2025,3,1,0.6
30.5,77.5,2025,3,1,0.54
28.5,75.5,2025,3,2,0.68
28.5,76.5,2025,3,2,0.66
28.5,77.5,2025,3,2,0.66
29.5,75.5,2025,3,2,0.71
29.5,76.5,2025,3,2,0.71
29.5,77.5,2025,3,2,0.71
30.5,75.5,2025,3,2,0.74
30.5,76.5,2025,3,2,0.75
30.5,77.5,2025,3,2,0.76
28.5,75.5,2025,3,3,0.65
28.5,76.5,2025,3,3,0.66
28.5,77.5,2025,3,3,0.67
29.5,75.5,2025,3,3,0.61
29.5,76.5,2025,3,3,0.59
29.5,77.5,2025,3,3,0.64
30.5,75.5,2025,3,3,0.5
30.5,76.5,2025,3,3,0.51
30.5,77.5,2025,3,3,0.47
28.5,75.5,2025,3,4,0.72
28.5,76.5,2025,3,4,0.69
28.5,77.5,2025,3,4,0.68
29.5,75.5,2025,3,4,0.68
29.5,76.5,2025,3,4,0.67
29.5,77.5,2025,3,4,0.63
30.5,75.5,2025,3,4,0.69
30.5,76.5,2025,3,4,0.69
30.5,77.5,2025,3,4,0.56
28.5,75.5,2025,3,5,0.76
28.5,76.5,2025,3,5,0.76
28.5,77.5,2025,3,5,0.69
29.5,75.5,2025,3,5,0.75
29.5,76.5,2025,3,5,0.76
29.5,77.5,2025,3,5,0.76
30.5,75.5,2025,3,5,0.76
30.5,76.5,2025,3,5,0.77
30.5,77.5,2025,3,5,0.78
28.5,75.5,2025,3,6,0.74
28.5,76.5,2025,3,6,0.73
28.5,77.5,2025,3,6,0.73
29.5,75.5,2025,3,6,0.73
29.5,76.5,2025,3,6,0.74
29.5,77.5,2025,3,6,0.73
30.5,75.5,2025,3,6,0.73
30.5,76.5,2025,3,6,0.76
30.5,77.5,2025,3,6,0.75
28.5,75.5,2025,3,7,0.73
28.5,76.5,2025,3,7,0.71
28.5,77.5,2025,3,7,0.71
29.5,75.5,2025,3,7,0.7
29.5,76.5,2025,3,7,0.7
29.5,77.5,2025,3,7,0.71
30.5,75.5,2025,3,7,0.71
30.5,76.5,2025,3,7,0.74
30.5,77.5,2025,3,7,0.74
28.5,75.5,2025,3,8,0.74
28.5,76.5,2025,3,8,0.73
28.5,77.5,2025,3,8,0.73
29.5,75.5,2025,3,8,0.73
29.5,76.5,2025,3,8,0.73
29.5,77.5,2025,3,8,0.72
30.5,75.5,2025,3,8,0.73
30.5,76.5,2025,3,8,0.73
30.5,77.5,2025,3,8,0.73
28.5,75.5,2025,3,9,0.69
28.5,76.5,2025,3,9,0.69
28.5,77.5,2025,3,9,0.71
29.5,75.5,2025,3,9,0.66
29.5,76.5,2025,3,9,0.65
29.5,77.5,2025,3,9,0.65
30.5,75.5,2025,3,9,0.66
30.5,76.5,2025,3,9,0.69
30.5,77.5,2025,3,9,0.69
28.5,75.5,2025,3,10,0.62
28.5,76.5,2025,3,10,0.62
28.5,77.5,2025,3,10,0.63
29.5,75.5,2025,3,10,0.54
29.5,76.5,2025,3,10,0.56
29.5,77.5,2025,3,10,0.57
30.5,75.5,2025,3,10,0.54
30.5,76.5,2025,3,10,0.55
30.5,77.5,2025,3,10,0.56
28.5,75.5,2025,3,11,0.54
28.5,76.5,2025,3,11,0.52
28.5,77.5,2025,3,11,0.55
29.5,75.5,2025,3,11,0.44
29.5,76.5,2025,3,11,0.46
29.5,77.5,2025,3,11,0.51
30.5,75.5,2025,3,11,0.45
30.5,76.5,2025,3,11,0.51
30.5,77.5,2025,3,11,0.55
28.5,75.5,2025,3,12,0.61
28.5,76.5,2025,3,12,0.61
28.5,77.5,2025,3,12,0.62
29.5,75.5,2025,3,12,0.6
29.5,76.5,2025,3,12,0.62
29.5,77.5,2025,3,12,0.62
30.5,75.5,2025,3,12,0.64
30.5,76.5,2025,3,12,0.68
30.5,77.5,2025,3,12,0.68
28.5,75.5,2025,3,13,0.61
28.5,76.5,2025,3,13,0.59
28.5,77.5,2025,3,13,0.53
29.5,75.5,2025,3,13,0.65
29.5,76.5,2025,3,13,0.64
29.5,77.5,2025,3,13,0.64
30.5,75.5,2025,3,13,0.66
30.5,76.5,2025,3,13,0.61
30.5,77.5,2025,3,13,0.54
28.5,75.5,2025,3,14,0.48
28.5,76.5,2025,3,14,0.59
28.5,77.5,2025,3,14,0.62
29.5,75.5,2025,3,14,0.4
29.5,76.5,2025,3,14,0.57
29.5,77.5,2025,3,14,0.64
30.5,75.5,2025,3,14,0.42
30.5,76.5,2025,3,14,0.54
30.5,77.5,2025,3,14,0.58
28.5,75.5,2025,3,15,0.65
28.5,76.5,2025,3,15,0.61
28.5,77.5,2025,3,15,0.56
29.5,75.5,2025,3,15,0.52
29.5,76.5,2025,3,15,0.59
29.5,77.5,2025,3,15,0.62
30.5,75.5,2025,3,15,0.29
30.5,76.5,2025,3,15,0.29
30.5,77.5,2025,3,15,0.34
28.5,75.5,2025,3,16,0.68
28.5,76.5,2025,3,16,0.67
28.5,77.5,2025,3,16,0.65
29.5,75.5,2025,3,16,0.67
29.5,76.5,2025,3,16,0.68
29.5,77.5,2025,3,16,0.67
30.5,75.5,2025,3,16,0.69
30.5,76.5,2025,3,16,0.71
30.5,77.5,2025,3,16,0.62
28.5,75.5,2025,3,17,0.7
28.5,76.5,2025,3,17,0.68
28.5,77.5,2025,3,17,0.67
29.5,75.5,2025,3,17,0.68
29.5,76.5,2025,3,17,0.69
29.5,77.5,2025,3,17,0.68
30.5,75.5,2025,3,17,0.72
30.5,76.5,2025,3,17,0.72
30.5,77.5,2025,3,17,0.7
28.5,75.5,2025,3,18,0.73
28.5,76.5,2025,3,18,0.72
28.5,77.5,2025,3,18,0.69
29.5,75.5,2025,3,18,0.71
29.5,76.5,2025,3,18,0.72
29.5,77.5,2025,3,18,0.72
30.5,75.5,2025,3,18,0.73
30.5,76.5,2025,3,18,0.74
30.5,77.5,2025,3,18,0.75
28.5,75.5,2025,3,19,0.72
28.5,76.5,2025,3,19,0.71
28.5,77.5,2025,3,19,0.72
29.5,75.5,2025,3,19,0.68
29.5,76.5,2025,3,19,0.71
29.5,77.5,2025,3,19,0.71
30.5,75.5,2025,3,19,0.68
30.5,76.5,2025,3,19,0.68
30.5,77.5,2025,3,19,0.66
28.5,75.5,2025,3,20,0.64
28.5,76.5,2025,3,20,0.66
28.5,77.5,2025,3,20,0.67
29.5,75.5,2025,3,20,0.67
29.5,76.5,2025,3,20,0.71
29.5,77.5,2025,3,20,0.72
30.5,75.5,2025,3,20,0.71
30.5,76.5,2025,3,20,0.73
30.5,77.5,2025,3,20,0.73
28.5,75.5,2025,3,21,0.69
