-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,CLRSKY_SFC_SW_DWN
28.5,75.5,2022,2,19,5.2817
28.5,76.5,2022,2,19,5.0681
28.5,77.5,2022,2,19,5.0837
29.5,75.5,2022,2,19,4.9286
29.5,76.5,2022,2,19,5.003
29.5,77.5,2022,2,19,4.9994
30.5,75.5,2022,2,19,4.9356
30.5,76.5,2022,2,19,5.2598
30.5,77.5,2022,2,19,5.3635
28.5,75.5,2022,2,20,5.3606
28.5,76.5,2022,2,20,5.089
28.5,77.5,2022,2,20,5.0995
29.5,75.5,2022,2,20,5.0983
29.5,76.5,2022,2,20,5.1842
29.5,77.5,2022,2,20,5.2939
30.5,75.5,2022,2,20,5.2051
30.5,76.5,2022,2,20,5.5452
30.5,77.5,2022,2,20,5.6887
28.5,75.5,2022,2,21,5.603
28.5,76.5,2022,2,21,5.4926
28.5,77.5,2022,2,21,5.5572
29.5,75.5,2022,2,21,5.4734
29.5,76.5,2022,2,21,5.4509
29.5,77.5,2022,2,21,5.5006
30.5,75.5,2022,2,21,5.5073
30.5,76.5,2022,2,21,5.826
30.5,77.5,2022,2,21,5.9378
28.5,75.5,2022,2,22,5.515
28.5,76.5,2022,2,22,5.2838
28.5,77.5,2022,2,22,5.2457
29.5,75.5,2022,2,22,5.1043
29.5,76.5,2022,2,22,5.1499
29.5,77.5,2022,2,22,5.1331
30.5,75.5,2022,2,22,5.149
30.5,76.5,2022,2,22,5.3671
30.5,77.5,2022,2,22,5.4221
28.5,75.5,2022,2,23,5.0074
28.5,76.5,2022,2,23,4.6882
28.5,77.5,2022,2,23,4.655
29.5,75.5,2022,2,23,4.5982
29.5,76.5,2022,2,23,4.6322
29.5,77.5,2022,2,23,4.5859
30.5,75.5,2022,2,23,4.6342
30.5,76.5,2022,2,23,4.8216
30.5,77.5,2022,2,23,4.8694
28.5,75.5,2022,2,24,4.5881
28.5,76.5,2022,2,24,4.387
28.5,77.5,2022,2,24,4.3925
29.5,75.5,2022,2,24,4.404
29.5,76.5,2022,2,24,4.435
29.5,77.5,2022,2,24,4.4366
30.5,75.5,2022,2,24,4.8797
30.5,76.5,2022,2,24,5.089
30.5,77.5,2022,2,24,5.1557
28.5,75.5,2022,2,25,5.0038
28.5,76.5,2022,2,25,4.5497
28.5,77.5,2022,2,25,4.5461
29.5,75.5,2022,2,25,4.4954
29.5,76.5,2022,2,25,4.8031
29.5,77.5,2022,2,25,4.794
30.5,75.5,2022,2,25,4.7311
30.5,76.5,2022,2,25,5.1317
30.5,77.5,2022,2,25,5.2104
28.5,75.5,2022,2,26,5.1569
28.5,76.5,2022,2,26,4.7554
28.5,77.5,2022,2,26,4.7542
29.5,75.5,2022,2,26,4.8655
29.5,76.5,2022,2,26,4.7683
29.5,77.5,2022,2,26,4.7837
30.5,75.5,2022,2,26,5.0323
30.5,76.5,2022,2,26,4.9214
30.5,77.5,2022,2,26,5.0059
28.5,75.5,2022,2,27,5.4247
28.5,76.5,2022,2,27,5.027
28.5,77.5,2022,2,27,5.0213
29.5,75.5,2022,2,27,5.5721
29.5,76.5,2022,2,27,5.6078
29.5,77.5,2022,2,27,5.5922
30.5,75.5,2022,2,27,5.7682
30.5,76.5,2022,2,27,5.8589
30.5,77.5,2022,2,27,5.9609
28.5,75.5,2022,2,28,6.0348
28.5,76.5,2022,2,28,5.9551
28.5,77.5,2022,2,28,5.7648
29.5,75.5,2022,2,28,5.7734
29.5,76.5,2022,2,28,5.9278
29.5,77.5,2022,2,28,5.8884
30.5,75.5,2022,2,28,5.7962
30.5,76.5,2022,2,28,5.9638
30.5,77.5,2022,2,28,6.0478
28.5,75.5,2022,3,1,5.5555
28.5,76.5,2022,3,1,5.3822
28.5,77.5,2022,3,1,5.3904
29.5,75.5,2022,3,1,5.172
29.5,76.5,2022,3,1,5.3174
29.5,77.5,2022,3,1,5.309
30.5,75.5,2022,3,1,5.3198
30.5,76.5,2022,3,1,5.6266
30.5,77.5,2022,3,1,5.6974
28.5,75.5,2022,3,2,5.646
28.5,76.5,2022,3,2,5.4504
28.5,77.5,2022,3,2,5.472
29.5,75.5,2022,3,2,5.1979
29.5,76.5,2022,3,2,5.5877
29.5,77.5,2022,3,2,5.6172
30.5,75.5,2022,3,2,5.5985
30.5,76.5,2022,3,2,5.9402
30.5,77.5,2022,3,2,6.0886
28.5,75.5,2022,3,3,5.5363
28.5,76.5,2022,3,3,5.3232
28.5,77.5,2022,3,3,5.3393
29.5,75.5,2022,3,3,5.0364
29.5,76.5,2022,3,3,5.263
29.5,77.5,2022,3,3,5.2896
30.5,75.5,2022,3,3,5.0201
30.5,76.5,2022,3,3,5.1619
30.5,77.5,2022,3,3,5.2488
28.5,75.5,2022,3,4,5.7773
28.5,76.5,2022,3,4,5.2769
28.5,77.5,2022,3,4,5.2742
29.5,75.5,2022,3,4,5.5774
29.5,76.5,2022,3,4,5.4053
29.5,77.5,2022,3,4,5.3844
30.5,75.5,2022,3,4,5.6033
30.5,76.5,2022,3,4,5.7084
30.5,77.5,2022,3,4,5.7799
28.5,75.5,2022,3,5,6.0991
28.5,76.5,2022,3,5,6.0468
28.5,77.5,2022,3,5,5.892
29.5,75.5,2022,3,5,5.8718
29.5,76.5,2022,3,5,6.0118
29.5,77.5,2022,3,5,6.0002
30.5,75.5,2022,3,5,5.8805
30.5,76.5,2022,3,5,6.2131
30.5,77.5,2022,3,5,6.3617
28.5,75.5,2022,3,6,6.0012
28.5,76.5,2022,3,6,5.7146
28.5,77.5,2022,3,6,5.7238
29.5,75.5,2022,3,6,5.3006
29.5,76.5,2022,3,6,5.5414
29.5,77.5,2022,3,6,5.5546
30.5,75.5,2022,3,6,5.2918
30.5,76.5,2022,3,6,5.8061
30.5,77.5,2022,3,6,5.8829
28.5,75.5,2022,3,7,5.857
28.5,76.5,2022,3,7,5.5123
28.5,77.5,2022,3,7,5.5298
29.5,75.5,2022,3,7,5.347
29.5,76.5,2022,3,7,5.4127
29.5,77.5,2022,3,7,5.3808
30.5,75.5,2022,3,7,5.335
30.5,76.5,2022,3,7,5.809
30.5,77.5,2022,3,7,5.9102
28.5,75.5,2022,3,8,5.6527
28.5,76.5,2022,3,8,5.357
28.5,77.5,2022,3,8,5.3911
29.5,75.5,2022,3,8,5.677
29.5,76.5,2022,3,8,5.7619
29.5,77.5,2022,3,8,5.7814
30.5,75.5,2022,3,8,5.964
30.5,76.5,2022,3,8,6.2666
30.5,77.5,2022,3,8,6.3677
28.5,75.5,2022,3,9,5.436
28.5,76.5,2022,3,9,5.3383
28.5,77.5,2022,3,9,5.3453
29.5,75.5,2022,3,9,5.4842
29.5,76.5,2022,3,9,5.8963
29.5,77.5,2022,3,9,5.9179
30.5,75.5,2022,3,9,5.9537
30.5,76.5,2022,3,9,6.2717
30.5,77.5,2022,3,9,6.4346
28.5,75.5,2022,3,10,5.8966
28.5,76.5,2022,3,10,5.6678
28.5,77.5,2022,3,10,5.6539
29.5,75.5,2022,3,10,5.6695
29.5,76.5,2022,3,10,5.8075
29.5,77.5,2022,3,10,5.8044
30.5,75.5,2022,3,10,5.8207
30.5,76.5,2022,3,10,6.1841
30.5,77.5,2022,3,10,6.3048
28.5,75.5,2022,3,11,6.1699
28.5,76.5,2022,3,11,5.9719
28.5,77.5,2022,3,11,5.9155
29.5,75.5,2022,3,11,5.9561
29.5,76.5,2022,3,11,6.0235
29.5,77.5,2022,3,11,5.892
30.5,75.5,2022,3,11,6.0814
30.5,76.5,2022,3,11,6.3648
30.5,77.5,2022,3,11,6.517
28.5,75.5,2022,3,12,6.2657
28.5,76.5,2022,3,12,6.1817
28.5,77.5,2022,3,12,6.209
29.5,75.5,2022,3,12,6.0074
29.5,76.5,2022,3,12,6.078
29.5,77.5,2022,3,12,6.0984
30.5,75.5,2022,3,12,5.8442
30.5,76.5,2022,3,12,6.2777
30.5,77.5,2022,3,12,6.4306
28.5,75.5,2022,3,13,6.0756
28.5,76.5,2022,3,13,5.8102
28.5,77.5,2022,3,13,5.8061
29.5,75.5,2022,3,13,5.7204
29.5,76.5,2022,3,13,5.7662
29.5,77.5,2022,3,13,5.795
30.5,75.5,2022,3,13,5.9213
30.5,76.5,2022,3,13,6.287
30.5,77.5,2022,3,13,6.4478
28.5,75.5,2022,3,14,6.2122
28.5,76.5,2022,3,14,6.0149
28.5,77.5,2022,3,14,6.0118
29.5,75.5,2022,3,14,5.8565
29.5,76.5,2022,3,14,5.9914
29.5,77.5,2022,3,14,5.9784
30.5,75.5,2022,3,14,6.061
30.5,76.5,2022,3,14,6.4109
30.5,77.5,2022,3,14,6.5359
28.5,75.5,2022,3,15,6.2402
28.5,76.5,2022,3,15,5.8121
28.5,77.5,2022,3,15,5.8061
29.5,75.5,2022,3,15,5.7367
29.5,76.5,2022,3,15,5.7271
29.5,77.5,2022,3,15,5.7622
30.5,75.5,2022,3,15,5.9729
30.5,76.5,2022,3,15,6.3847
30.5,77.5,2022,3,15,6.4872
28.5,75.5,2022,3,16,6.3636
28.5,76.5,2022,3,16,6.1817
28.5,77.5,2022,3,16,6.1795
29.5,75.5,2022,3,16,6.1579
29.5,76.5,2022,3,16,6.1582
29.5,77.5,2022,3,16,6.1622
30.5,75.5,2022,3,16,6.341
30.5,76.5,2022,3,16,6.5981
30.5,77.5,2022,3,16,6.7332
28.5,75.5,2022,3,17,6.3586
28.5,76.5,2022,3,17,5.9366
28.5,77.5,2022,3,17,5.9182
